,Company,Year,Quarter,OCI L4,OCI L5,Value
23,Everest Insurance Company of Canada,2020,Q2,FX Translation,Foreign Currency (Net of Hedging Activities),0
24,Everest Insurance Company of Canada,2020,Q2,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",0
25,Everest Insurance Company of Canada,2020,Q2,Other,Other,0
26,Everest Insurance Company of Canada,2020,Q2,FVOCI, Equities (IFRS 9),0
27,Everest Insurance Company of Canada,2020,Q2,Revaluation Surplus,Revaluation Surplus,0
28,Everest Insurance Company of Canada,2020,Q2,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
29,Everest Insurance Company of Canada,2020,Q2,DBP Remeasurements,Remeasurements of Defined Benefit Plans,0
30,Everest Insurance Company of Canada,2020,Q2,Other,Other,0
0,Everest Insurance Company of Canada,2020,Q3,0,Net Income,1108
1,Everest Insurance Company of Canada,2020,Q3,FVOCI, Loans,0
2,Everest Insurance Company of Canada,2020,Q3,FVOCI, Bonds and Debentures,674
3,Everest Insurance Company of Canada,2020,Q3,FVOCI, Equities (IAS 39),0
4,Everest Insurance Company of Canada,2020,Q3,FVOCI,Reclassification of (Gains) Losses to Net Income,0
5,Everest Insurance Company of Canada,2020,Q3,Overlay Approach,Unrealized Gains and Losses,0
6,Everest Insurance Company of Canada,2020,Q3,Overlay Approach,Reclassification of (Gains) Losses from Net Income,0
7,Everest Insurance Company of Canada,2020,Q3,Derivatives designated as cash flow hedges,Changes in Unrealized Gains and Losses,0
8,Everest Insurance Company of Canada,2020,Q3,FVOCI,Reclassification of (Gains) Losses to Net Income,0
9,Everest Insurance Company of Canada,2020,Q3,FX Translation,Change in Unrealized Gains and Losses,0
10,Everest Insurance Company of Canada,2020,Q3,FX Translation,Impact of Hedging,0
11,Everest Insurance Company of Canada,2020,Q3,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",0
12,Everest Insurance Company of Canada,2020,Q3,Other,Other,0
13,Everest Insurance Company of Canada,2020,Q3,FVOCI,Subtotal of items that may be reclassified subsequently to Net Income,674
14,Everest Insurance Company of Canada,2020,Q3,Revaluation Surplus, Equities (IFRS 9),0
15,Everest Insurance Company of Canada,2020,Q3,OCI Share from Subsidaries/Associates/JVs,Revaluation Surplus,0
16,Everest Insurance Company of Canada,2020,Q3,DBP Remeasurements,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
17,Everest Insurance Company of Canada,2020,Q3,Other,Remeasurements of Defined Benefit Plans,0
18,Everest Insurance Company of Canada,2020,Q3,N/A,Other,0
19,Everest Insurance Company of Canada,2020,Q3,N/A,Equity Holders,726
20,Everest Insurance Company of Canada,2020,Q3,FVOCI, Loans,0
21,Everest Insurance Company of Canada,2020,Q3,FVOCI, Bonds and Debentures,824
22,Everest Insurance Company of Canada,2020,Q3,FVOCI, Equities (IAS 39),0
23,Everest Insurance Company of Canada,2020,Q3,FX Translation,Foreign Currency (Net of Hedging Activities),0
24,Everest Insurance Company of Canada,2020,Q3,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",0
25,Everest Insurance Company of Canada,2020,Q3,Other,Other,0
26,Everest Insurance Company of Canada,2020,Q3,FVOCI, Equities (IFRS 9),0
27,Everest Insurance Company of Canada,2020,Q3,Revaluation Surplus,Revaluation Surplus,0
28,Everest Insurance Company of Canada,2020,Q3,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
29,Everest Insurance Company of Canada,2020,Q3,DBP Remeasurements,Remeasurements of Defined Benefit Plans,0
30,Everest Insurance Company of Canada,2020,Q3,Other,Other,0
0,Everest Insurance Company of Canada,2019,Q1,0,Net Income,1309
1,Everest Insurance Company of Canada,2019,Q1,FVOCI, Loans,0
2,Everest Insurance Company of Canada,2019,Q1,FVOCI, Bonds and Debentures,733
3,Everest Insurance Company of Canada,2019,Q1,FVOCI, Equities (IAS 39),0
4,Everest Insurance Company of Canada,2019,Q1,FVOCI,Reclassification of (Gains) Losses to Net Income,0
5,Everest Insurance Company of Canada,2019,Q1,Overlay Approach,Unrealized Gains and Losses,0
6,Everest Insurance Company of Canada,2019,Q1,Overlay Approach,Reclassification of (Gains) Losses from Net Income,0
7,Everest Insurance Company of Canada,2019,Q1,Derivatives designated as cash flow hedges,Changes in Unrealized Gains and Losses,0
8,Everest Insurance Company of Canada,2019,Q1,FVOCI,Reclassification of (Gains) Losses to Net Income,0
9,Everest Insurance Company of Canada,2019,Q1,FX Translation,Change in Unrealized Gains and Losses,0
10,Everest Insurance Company of Canada,2019,Q1,FX Translation,Impact of Hedging,0
11,Everest Insurance Company of Canada,2019,Q1,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",0
12,Everest Insurance Company of Canada,2019,Q1,Other,Other,0
13,Everest Insurance Company of Canada,2019,Q1,FVOCI,Subtotal of items that may be reclassified subsequently to Net Income,733
14,Everest Insurance Company of Canada,2019,Q1,Revaluation Surplus, Equities (IFRS 9),0
15,Everest Insurance Company of Canada,2019,Q1,OCI Share from Subsidaries/Associates/JVs,Revaluation Surplus,0
16,Everest Insurance Company of Canada,2019,Q1,DBP Remeasurements,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
17,Everest Insurance Company of Canada,2019,Q1,Other,Remeasurements of Defined Benefit Plans,0
18,Everest Insurance Company of Canada,2019,Q1,N/A,Other,0
19,Everest Insurance Company of Canada,2019,Q1,N/A,Equity Holders,2042
20,Everest Insurance Company of Canada,2019,Q1,FVOCI, Loans,0
21,Everest Insurance Company of Canada,2019,Q1,FVOCI, Bonds and Debentures,47
22,Everest Insurance Company of Canada,2019,Q1,FVOCI, Equities (IAS 39),0
23,Everest Insurance Company of Canada,2019,Q1,FX Translation,Foreign Currency (Net of Hedging Activities),0
24,Everest Insurance Company of Canada,2019,Q1,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",0
25,Everest Insurance Company of Canada,2019,Q1,Other,Other,0
26,Everest Insurance Company of Canada,2019,Q1,FVOCI, Equities (IFRS 9),0
27,Everest Insurance Company of Canada,2019,Q1,Revaluation Surplus,Revaluation Surplus,0
28,Everest Insurance Company of Canada,2019,Q1,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
29,Everest Insurance Company of Canada,2019,Q1,DBP Remeasurements,Remeasurements of Defined Benefit Plans,0
30,Everest Insurance Company of Canada,2019,Q1,Other,Other,0
0,Everest Insurance Company of Canada,2019,Q2,0,Net Income,2244
1,Everest Insurance Company of Canada,2019,Q2,FVOCI, Loans,0
2,Everest Insurance Company of Canada,2019,Q2,FVOCI, Bonds and Debentures,342
3,Everest Insurance Company of Canada,2019,Q2,FVOCI, Equities (IAS 39),0
4,Everest Insurance Company of Canada,2019,Q2,FVOCI,Reclassification of (Gains) Losses to Net Income,0
5,Everest Insurance Company of Canada,2019,Q2,Overlay Approach,Unrealized Gains and Losses,0
6,Everest Insurance Company of Canada,2019,Q2,Overlay Approach,Reclassification of (Gains) Losses from Net Income,0
7,Everest Insurance Company of Canada,2019,Q2,Derivatives designated as cash flow hedges,Changes in Unrealized Gains and Losses,0
8,Everest Insurance Company of Canada,2019,Q2,FVOCI,Reclassification of (Gains) Losses to Net Income,0
9,Everest Insurance Company of Canada,2019,Q2,FX Translation,Change in Unrealized Gains and Losses,0
10,Everest Insurance Company of Canada,2019,Q2,FX Translation,Impact of Hedging,0
11,Everest Insurance Company of Canada,2019,Q2,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",0
12,Everest Insurance Company of Canada,2019,Q2,Other,Other,0
13,Everest Insurance Company of Canada,2019,Q2,FVOCI,Subtotal of items that may be reclassified subsequently to Net Income,342
14,Everest Insurance Company of Canada,2019,Q2,Revaluation Surplus, Equities (IFRS 9),0
15,Everest Insurance Company of Canada,2019,Q2,OCI Share from Subsidaries/Associates/JVs,Revaluation Surplus,0
16,Everest Insurance Company of Canada,2019,Q2,DBP Remeasurements,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
17,Everest Insurance Company of Canada,2019,Q2,Other,Remeasurements of Defined Benefit Plans,0
18,Everest Insurance Company of Canada,2019,Q2,N/A,Other,0
19,Everest Insurance Company of Canada,2019,Q2,N/A,Equity Holders,2586
20,Everest Insurance Company of Canada,2019,Q2,FVOCI, Loans,0
21,Everest Insurance Company of Canada,2019,Q2,FVOCI, Bonds and Debentures,343
22,Everest Insurance Company of Canada,2019,Q2,FVOCI, Equities (IAS 39),0
23,Everest Insurance Company of Canada,2019,Q2,FX Translation,Foreign Currency (Net of Hedging Activities),0
24,Everest Insurance Company of Canada,2019,Q2,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",0
25,Everest Insurance Company of Canada,2019,Q2,Other,Other,0
26,Everest Insurance Company of Canada,2019,Q2,FVOCI, Equities (IFRS 9),0
27,Everest Insurance Company of Canada,2019,Q2,Revaluation Surplus,Revaluation Surplus,0
28,Everest Insurance Company of Canada,2019,Q2,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
29,Everest Insurance Company of Canada,2019,Q2,DBP Remeasurements,Remeasurements of Defined Benefit Plans,0
30,Everest Insurance Company of Canada,2019,Q2,Other,Other,0
0,Everest Insurance Company of Canada,2019,Q3,0,Net Income,-1418
1,Everest Insurance Company of Canada,2019,Q3,FVOCI, Loans,0
2,Everest Insurance Company of Canada,2019,Q3,FVOCI, Bonds and Debentures,708
3,Everest Insurance Company of Canada,2019,Q3,FVOCI, Equities (IAS 39),0
4,Everest Insurance Company of Canada,2019,Q3,FVOCI,Reclassification of (Gains) Losses to Net Income,0
5,Everest Insurance Company of Canada,2019,Q3,Overlay Approach,Unrealized Gains and Losses,0
6,Everest Insurance Company of Canada,2019,Q3,Overlay Approach,Reclassification of (Gains) Losses from Net Income,0
7,Everest Insurance Company of Canada,2019,Q3,Derivatives designated as cash flow hedges,Changes in Unrealized Gains and Losses,0
8,Everest Insurance Company of Canada,2019,Q3,FVOCI,Reclassification of (Gains) Losses to Net Income,0
9,Everest Insurance Company of Canada,2019,Q3,FX Translation,Change in Unrealized Gains and Losses,0
10,Everest Insurance Company of Canada,2019,Q3,FX Translation,Impact of Hedging,0
11,Everest Insurance Company of Canada,2019,Q3,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",0
12,Everest Insurance Company of Canada,2019,Q3,Other,Other,0
13,Everest Insurance Company of Canada,2019,Q3,FVOCI,Subtotal of items that may be reclassified subsequently to Net Income,708
14,Everest Insurance Company of Canada,2019,Q3,Revaluation Surplus, Equities (IFRS 9),0
15,Everest Insurance Company of Canada,2019,Q3,OCI Share from Subsidaries/Associates/JVs,Revaluation Surplus,0
16,Everest Insurance Company of Canada,2019,Q3,DBP Remeasurements,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
17,Everest Insurance Company of Canada,2019,Q3,Other,Remeasurements of Defined Benefit Plans,0
18,Everest Insurance Company of Canada,2019,Q3,N/A,Other,0
19,Everest Insurance Company of Canada,2019,Q3,N/A,Equity Holders,-710
20,Everest Insurance Company of Canada,2019,Q3,FVOCI, Loans,0
21,Everest Insurance Company of Canada,2019,Q3,FVOCI, Bonds and Debentures,21
22,Everest Insurance Company of Canada,2019,Q3,FVOCI, Equities (IAS 39),0
23,Everest Insurance Company of Canada,2019,Q3,FX Translation,Foreign Currency (Net of Hedging Activities),0
24,Everest Insurance Company of Canada,2019,Q3,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",0
25,Everest Insurance Company of Canada,2019,Q3,Other,Other,0
26,Everest Insurance Company of Canada,2019,Q3,FVOCI, Equities (IFRS 9),0
27,Everest Insurance Company of Canada,2019,Q3,Revaluation Surplus,Revaluation Surplus,0
28,Everest Insurance Company of Canada,2019,Q3,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
29,Everest Insurance Company of Canada,2019,Q3,DBP Remeasurements,Remeasurements of Defined Benefit Plans,0
30,Everest Insurance Company of Canada,2019,Q3,Other,Other,0
0,Everest Insurance Company of Canada,2019,Q4,0,Net Income,3620
1,Everest Insurance Company of Canada,2019,Q4,FVOCI, Loans,0
2,Everest Insurance Company of Canada,2019,Q4,FVOCI, Bonds and Debentures,127
3,Everest Insurance Company of Canada,2019,Q4,FVOCI, Equities (IAS 39),0
4,Everest Insurance Company of Canada,2019,Q4,FVOCI,Reclassification of (Gains) Losses to Net Income,0
5,Everest Insurance Company of Canada,2019,Q4,Overlay Approach,Unrealized Gains and Losses,0
6,Everest Insurance Company of Canada,2019,Q4,Overlay Approach,Reclassification of (Gains) Losses from Net Income,0
7,Everest Insurance Company of Canada,2019,Q4,Derivatives designated as cash flow hedges,Changes in Unrealized Gains and Losses,0
8,Everest Insurance Company of Canada,2019,Q4,FVOCI,Reclassification of (Gains) Losses to Net Income,0
9,Everest Insurance Company of Canada,2019,Q4,FX Translation,Change in Unrealized Gains and Losses,0
10,Everest Insurance Company of Canada,2019,Q4,FX Translation,Impact of Hedging,0
11,Everest Insurance Company of Canada,2019,Q4,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",0
12,Everest Insurance Company of Canada,2019,Q4,Other,Other,0
13,Everest Insurance Company of Canada,2019,Q4,FVOCI,Subtotal of items that may be reclassified subsequently to Net Income,127
14,Everest Insurance Company of Canada,2019,Q4,Revaluation Surplus, Equities (IFRS 9),0
15,Everest Insurance Company of Canada,2019,Q4,OCI Share from Subsidaries/Associates/JVs,Revaluation Surplus,0
16,Everest Insurance Company of Canada,2019,Q4,DBP Remeasurements,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
17,Everest Insurance Company of Canada,2019,Q4,Other,Remeasurements of Defined Benefit Plans,0
18,Everest Insurance Company of Canada,2019,Q4,N/A,Other,0
19,Everest Insurance Company of Canada,2019,Q4,N/A,Equity Holders,3747
20,Everest Insurance Company of Canada,2019,Q4,FVOCI, Loans,0
21,Everest Insurance Company of Canada,2019,Q4,FVOCI, Bonds and Debentures,128
22,Everest Insurance Company of Canada,2019,Q4,FVOCI, Equities (IAS 39),0
23,Everest Insurance Company of Canada,2019,Q4,FX Translation,Foreign Currency (Net of Hedging Activities),0
24,Everest Insurance Company of Canada,2019,Q4,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",0
25,Everest Insurance Company of Canada,2019,Q4,Other,Other,0
26,Everest Insurance Company of Canada,2019,Q4,FVOCI, Equities (IFRS 9),0
27,Everest Insurance Company of Canada,2019,Q4,Revaluation Surplus,Revaluation Surplus,0
28,Everest Insurance Company of Canada,2019,Q4,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
29,Everest Insurance Company of Canada,2019,Q4,DBP Remeasurements,Remeasurements of Defined Benefit Plans,0
30,Everest Insurance Company of Canada,2019,Q4,Other,Other,0
0,Everest Insurance Company of Canada,2018,Q1,0,Net Income,520
1,Everest Insurance Company of Canada,2018,Q1,FVOCI, Loans,0
2,Everest Insurance Company of Canada,2018,Q1,FVOCI, Bonds and Debentures,167
3,Everest Insurance Company of Canada,2018,Q1,FVOCI, Equities (IAS 39),0
4,Everest Insurance Company of Canada,2018,Q1,FVOCI,Reclassification of (Gains) Losses to Net Income,0
5,Everest Insurance Company of Canada,2018,Q1,Overlay Approach,Unrealized Gains and Losses,0
6,Everest Insurance Company of Canada,2018,Q1,Overlay Approach,Reclassification of (Gains) Losses from Net Income,0
7,Everest Insurance Company of Canada,2018,Q1,Derivatives designated as cash flow hedges,Changes in Unrealized Gains and Losses,0
8,Everest Insurance Company of Canada,2018,Q1,FVOCI,Reclassification of (Gains) Losses to Net Income,0
