,Company,Year,Quarter,SOI L1,SOI L2,SOI L3,Value
28,Canadian Northern Shield Insurance Company,2020,Q1,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,Canadian Northern Shield Insurance Company,2020,Q1,Equity Holders,Equity Breakdown,Equity Holders,2551
0,Canadian Northern Shield Insurance Company,2020,Q2,Revenue,Premiums Written,Direct,54129
1,Canadian Northern Shield Insurance Company,2020,Q2,Revenue,Premiums Written,Reinsurance Assumed,0
2,Canadian Northern Shield Insurance Company,2020,Q2,Cost,Premiums Written,Reinsurance Ceded,3
3,Canadian Northern Shield Insurance Company,2020,Q2,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,-6915
4,Canadian Northern Shield Insurance Company,2020,Q2,Revenue,Net Premiums Earned,Service Charges ,0
5,Canadian Northern Shield Insurance Company,2020,Q2,Revenue,Net Premiums Earned,Other ,0
6,Canadian Northern Shield Insurance Company,2020,Q2,Cost,Gross Claims,Gross Claims and Adjustment Expenses,26040
7,Canadian Northern Shield Insurance Company,2020,Q2,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,2645
8,Canadian Northern Shield Insurance Company,2020,Q2,Cost,Acquisition Expenses,Gross Commissions,12327
9,Canadian Northern Shield Insurance Company,2020,Q2,Revenue,Acquisition Expenses,Ceded Commissions,2
10,Canadian Northern Shield Insurance Company,2020,Q2,Cost,Acquisition Expenses,Taxes,2386
11,Canadian Northern Shield Insurance Company,2020,Q2,Cost,Acquisition Expenses,Other ,0
12,Canadian Northern Shield Insurance Company,2020,Q2,Cost,General Expenses,General Expenses ,3833
13,Canadian Northern Shield Insurance Company,2020,Q2,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,Canadian Northern Shield Insurance Company,2020,Q2,Investment Income,Investment Operations,Income,841
15,Canadian Northern Shield Insurance Company,2020,Q2,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,0
16,Canadian Northern Shield Insurance Company,2020,Q2,Investment Income,Investment Operations,Realized Gains (Losses),21
17,Canadian Northern Shield Insurance Company,2020,Q2,Investment Costs,Investment Operations,Expenses,37
18,Canadian Northern Shield Insurance Company,2020,Q2,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,0
19,Canadian Northern Shield Insurance Company,2020,Q2,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",0
20,Canadian Northern Shield Insurance Company,2020,Q2,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),0
21,Canadian Northern Shield Insurance Company,2020,Q2,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,0
22,Canadian Northern Shield Insurance Company,2020,Q2,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,0
23,Canadian Northern Shield Insurance Company,2020,Q2,Other Revenue,Other Revenue/Expenses,Other Revenues,101
24,Canadian Northern Shield Insurance Company,2020,Q2,Other Costs,Other Revenue/Expenses,Finance Costs,0
25,Canadian Northern Shield Insurance Company,2020,Q2,Other Costs,Other Revenue/Expenses,Other Expenses,43
26,Canadian Northern Shield Insurance Company,2020,Q2,Tax,Tax,Current,188
27,Canadian Northern Shield Insurance Company,2020,Q2,Tax,Tax,Deferred,-32
28,Canadian Northern Shield Insurance Company,2020,Q2,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,Canadian Northern Shield Insurance Company,2020,Q2,Equity Holders,Equity Breakdown,Equity Holders,197
0,Canadian Northern Shield Insurance Company,2020,Q2,Revenue,Premiums Written,Direct,42747
1,Canadian Northern Shield Insurance Company,2020,Q2,Revenue,Premiums Written,Reinsurance Assumed,0
2,Canadian Northern Shield Insurance Company,2020,Q2,Cost,Premiums Written,Reinsurance Ceded,29339
3,Canadian Northern Shield Insurance Company,2020,Q2,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,36239
4,Canadian Northern Shield Insurance Company,2020,Q2,Revenue,Net Premiums Earned,Service Charges ,0
5,Canadian Northern Shield Insurance Company,2020,Q2,Revenue,Net Premiums Earned,Other ,0
6,Canadian Northern Shield Insurance Company,2020,Q2,Cost,Gross Claims,Gross Claims and Adjustment Expenses,34722
7,Canadian Northern Shield Insurance Company,2020,Q2,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,551
8,Canadian Northern Shield Insurance Company,2020,Q2,Cost,Acquisition Expenses,Gross Commissions,12678
9,Canadian Northern Shield Insurance Company,2020,Q2,Revenue,Acquisition Expenses,Ceded Commissions,2
10,Canadian Northern Shield Insurance Company,2020,Q2,Cost,Acquisition Expenses,Taxes,2492
11,Canadian Northern Shield Insurance Company,2020,Q2,Cost,Acquisition Expenses,Other ,0
12,Canadian Northern Shield Insurance Company,2020,Q2,Cost,General Expenses,General Expenses ,3812
13,Canadian Northern Shield Insurance Company,2020,Q2,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,Canadian Northern Shield Insurance Company,2020,Q2,Investment Income,Investment Operations,Income,826
15,Canadian Northern Shield Insurance Company,2020,Q2,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,0
16,Canadian Northern Shield Insurance Company,2020,Q2,Investment Income,Investment Operations,Realized Gains (Losses),3
17,Canadian Northern Shield Insurance Company,2020,Q2,Investment Costs,Investment Operations,Expenses,41
18,Canadian Northern Shield Insurance Company,2020,Q2,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,0
19,Canadian Northern Shield Insurance Company,2020,Q2,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",0
20,Canadian Northern Shield Insurance Company,2020,Q2,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),0
21,Canadian Northern Shield Insurance Company,2020,Q2,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,0
22,Canadian Northern Shield Insurance Company,2020,Q2,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,0
23,Canadian Northern Shield Insurance Company,2020,Q2,Other Revenue,Other Revenue/Expenses,Other Revenues,370
24,Canadian Northern Shield Insurance Company,2020,Q2,Other Costs,Other Revenue/Expenses,Finance Costs,0
25,Canadian Northern Shield Insurance Company,2020,Q2,Other Costs,Other Revenue/Expenses,Other Expenses,44
26,Canadian Northern Shield Insurance Company,2020,Q2,Tax,Tax,Current,869
27,Canadian Northern Shield Insurance Company,2020,Q2,Tax,Tax,Deferred,72
28,Canadian Northern Shield Insurance Company,2020,Q2,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,Canadian Northern Shield Insurance Company,2020,Q2,Equity Holders,Equity Breakdown,Equity Holders,2551
0,Canadian Northern Shield Insurance Company,2019,Q1,Revenue,Premiums Written,Direct,51770
1,Canadian Northern Shield Insurance Company,2019,Q1,Revenue,Premiums Written,Reinsurance Assumed,0
2,Canadian Northern Shield Insurance Company,2019,Q1,Cost,Premiums Written,Reinsurance Ceded,30588
3,Canadian Northern Shield Insurance Company,2019,Q1,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,30804
4,Canadian Northern Shield Insurance Company,2019,Q1,Revenue,Net Premiums Earned,Service Charges ,0
5,Canadian Northern Shield Insurance Company,2019,Q1,Revenue,Net Premiums Earned,Other ,0
6,Canadian Northern Shield Insurance Company,2019,Q1,Cost,Gross Claims,Gross Claims and Adjustment Expenses,40696
7,Canadian Northern Shield Insurance Company,2019,Q1,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,8548
8,Canadian Northern Shield Insurance Company,2019,Q1,Cost,Acquisition Expenses,Gross Commissions,13548
9,Canadian Northern Shield Insurance Company,2019,Q1,Revenue,Acquisition Expenses,Ceded Commissions,3
10,Canadian Northern Shield Insurance Company,2019,Q1,Cost,Acquisition Expenses,Taxes,2605
11,Canadian Northern Shield Insurance Company,2019,Q1,Cost,Acquisition Expenses,Other ,0
12,Canadian Northern Shield Insurance Company,2019,Q1,Cost,General Expenses,General Expenses ,3148
13,Canadian Northern Shield Insurance Company,2019,Q1,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,Canadian Northern Shield Insurance Company,2019,Q1,Investment Income,Investment Operations,Income,939
15,Canadian Northern Shield Insurance Company,2019,Q1,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,0
16,Canadian Northern Shield Insurance Company,2019,Q1,Investment Income,Investment Operations,Realized Gains (Losses),3
17,Canadian Northern Shield Insurance Company,2019,Q1,Investment Costs,Investment Operations,Expenses,39
18,Canadian Northern Shield Insurance Company,2019,Q1,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,0
19,Canadian Northern Shield Insurance Company,2019,Q1,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",0
20,Canadian Northern Shield Insurance Company,2019,Q1,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),0
21,Canadian Northern Shield Insurance Company,2019,Q1,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,0
22,Canadian Northern Shield Insurance Company,2019,Q1,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,0
23,Canadian Northern Shield Insurance Company,2019,Q1,Other Revenue,Other Revenue/Expenses,Other Revenues,141
24,Canadian Northern Shield Insurance Company,2019,Q1,Other Costs,Other Revenue/Expenses,Finance Costs,0
25,Canadian Northern Shield Insurance Company,2019,Q1,Other Costs,Other Revenue/Expenses,Other Expenses,58
26,Canadian Northern Shield Insurance Company,2019,Q1,Tax,Tax,Current,363
27,Canadian Northern Shield Insurance Company,2019,Q1,Tax,Tax,Deferred,50
28,Canadian Northern Shield Insurance Company,2019,Q1,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,Canadian Northern Shield Insurance Company,2019,Q1,Equity Holders,Equity Breakdown,Equity Holders,1113
0,Canadian Northern Shield Insurance Company,2019,Q2,Revenue,Premiums Written,Direct,64036
1,Canadian Northern Shield Insurance Company,2019,Q2,Revenue,Premiums Written,Reinsurance Assumed,0
2,Canadian Northern Shield Insurance Company,2019,Q2,Cost,Premiums Written,Reinsurance Ceded,761
3,Canadian Northern Shield Insurance Company,2019,Q2,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,-11079
4,Canadian Northern Shield Insurance Company,2019,Q2,Revenue,Net Premiums Earned,Service Charges ,0
5,Canadian Northern Shield Insurance Company,2019,Q2,Revenue,Net Premiums Earned,Other ,0
6,Canadian Northern Shield Insurance Company,2019,Q2,Cost,Gross Claims,Gross Claims and Adjustment Expenses,27821
7,Canadian Northern Shield Insurance Company,2019,Q2,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,573
8,Canadian Northern Shield Insurance Company,2019,Q2,Cost,Acquisition Expenses,Gross Commissions,13055
9,Canadian Northern Shield Insurance Company,2019,Q2,Revenue,Acquisition Expenses,Ceded Commissions,4
10,Canadian Northern Shield Insurance Company,2019,Q2,Cost,Acquisition Expenses,Taxes,2633
11,Canadian Northern Shield Insurance Company,2019,Q2,Cost,Acquisition Expenses,Other ,0
12,Canadian Northern Shield Insurance Company,2019,Q2,Cost,General Expenses,General Expenses ,3986
13,Canadian Northern Shield Insurance Company,2019,Q2,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,Canadian Northern Shield Insurance Company,2019,Q2,Investment Income,Investment Operations,Income,884
15,Canadian Northern Shield Insurance Company,2019,Q2,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,0
16,Canadian Northern Shield Insurance Company,2019,Q2,Investment Income,Investment Operations,Realized Gains (Losses),4
17,Canadian Northern Shield Insurance Company,2019,Q2,Investment Costs,Investment Operations,Expenses,40
18,Canadian Northern Shield Insurance Company,2019,Q2,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,0
19,Canadian Northern Shield Insurance Company,2019,Q2,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",0
20,Canadian Northern Shield Insurance Company,2019,Q2,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),0
21,Canadian Northern Shield Insurance Company,2019,Q2,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,0
22,Canadian Northern Shield Insurance Company,2019,Q2,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,0
23,Canadian Northern Shield Insurance Company,2019,Q2,Other Revenue,Other Revenue/Expenses,Other Revenues,292
24,Canadian Northern Shield Insurance Company,2019,Q2,Other Costs,Other Revenue/Expenses,Finance Costs,0
25,Canadian Northern Shield Insurance Company,2019,Q2,Other Costs,Other Revenue/Expenses,Other Expenses,56
26,Canadian Northern Shield Insurance Company,2019,Q2,Tax,Tax,Current,1764
27,Canadian Northern Shield Insurance Company,2019,Q2,Tax,Tax,Deferred,-46
28,Canadian Northern Shield Insurance Company,2019,Q2,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,Canadian Northern Shield Insurance Company,2019,Q2,Equity Holders,Equity Breakdown,Equity Holders,4644
0,Canadian Northern Shield Insurance Company,2019,Q3,Revenue,Premiums Written,Direct,114723
1,Canadian Northern Shield Insurance Company,2019,Q3,Revenue,Premiums Written,Reinsurance Assumed,0
2,Canadian Northern Shield Insurance Company,2019,Q3,Cost,Premiums Written,Reinsurance Ceded,30588
3,Canadian Northern Shield Insurance Company,2019,Q3,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,20222
4,Canadian Northern Shield Insurance Company,2019,Q3,Revenue,Net Premiums Earned,Service Charges ,0
5,Canadian Northern Shield Insurance Company,2019,Q3,Revenue,Net Premiums Earned,Other ,0
6,Canadian Northern Shield Insurance Company,2019,Q3,Cost,Gross Claims,Gross Claims and Adjustment Expenses,75592
7,Canadian Northern Shield Insurance Company,2019,Q3,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,11848
8,Canadian Northern Shield Insurance Company,2019,Q3,Cost,Acquisition Expenses,Gross Commissions,27031
9,Canadian Northern Shield Insurance Company,2019,Q3,Revenue,Acquisition Expenses,Ceded Commissions,6
10,Canadian Northern Shield Insurance Company,2019,Q3,Cost,Acquisition Expenses,Taxes,5242
11,Canadian Northern Shield Insurance Company,2019,Q3,Cost,Acquisition Expenses,Other ,0
12,Canadian Northern Shield Insurance Company,2019,Q3,Cost,General Expenses,General Expenses ,6897
13,Canadian Northern Shield Insurance Company,2019,Q3,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,Canadian Northern Shield Insurance Company,2019,Q3,Investment Income,Investment Operations,Income,1699
15,Canadian Northern Shield Insurance Company,2019,Q3,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,0
16,Canadian Northern Shield Insurance Company,2019,Q3,Investment Income,Investment Operations,Realized Gains (Losses),7
