,Company,Year,Quarter,Assets L1,Assets L2,Value
12,Canadian Premier General Insurance Company,2017,Q3,Receivables,Instalment Premiums,0
13,Canadian Premier General Insurance Company,2017,Q3,Receivables,Other Insurers,231
14,Canadian Premier General Insurance Company,2017,Q3,Receivables,"Facility Association and the ""P.R.R."" ",0
15,Canadian Premier General Insurance Company,2017,Q3,Receivables,"Subsidiaries, Associates & Joint Ventures","1,632"
16,Canadian Premier General Insurance Company,2017,Q3,Receivables,Other Receivables,657
17,Canadian Premier General Insurance Company,2017,Q3,Receivables from Reinsurers,Unearned Premiums,0
18,Canadian Premier General Insurance Company,2017,Q3,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,70
19,Canadian Premier General Insurance Company,2017,Q3,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
20,Canadian Premier General Insurance Company,2017,Q3,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
21,Canadian Premier General Insurance Company,2017,Q3,Investments Accounted for Using the Equity Method,Pooled Funds,0
22,Canadian Premier General Insurance Company,2017,Q3,Property and Equipment,Property and Equipment,0
23,Canadian Premier General Insurance Company,2017,Q3,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,0
24,Canadian Premier General Insurance Company,2017,Q3,Current Tax Assets,Current Tax Assets,406
25,Canadian Premier General Insurance Company,2017,Q3,Deferred Tax Assets,Deferred Tax Assets,38
26,Canadian Premier General Insurance Company,2017,Q3,Goodwill,Goodwill,0
27,Canadian Premier General Insurance Company,2017,Q3,Intangible Assets,Intangible Assets,0
28,Canadian Premier General Insurance Company,2017,Q3,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,Canadian Premier General Insurance Company,2017,Q3,Other Assets ,Other Assets ,9
0,Canadian Premier General Insurance Company,2017,Q2,Cash and Cash Equivalents,Cash and Cash Equivalents,"3,523"
1,Canadian Premier General Insurance Company,2017,Q2,Investment Income Due and Accrued,Investment Income Due and Accrued,29
2,Canadian Premier General Insurance Company,2017,Q2,Assets held for sale,Assets held for sale,0
3,Canadian Premier General Insurance Company,2017,Q2,Investments,Short Term Investments,450
4,Canadian Premier General Insurance Company,2017,Q2,Investments,Bonds and Debentures,"7,047"
5,Canadian Premier General Insurance Company,2017,Q2,Investments,Mortgage Loans,0
6,Canadian Premier General Insurance Company,2017,Q2,Investments,Preferred Shares,0
7,Canadian Premier General Insurance Company,2017,Q2,Investments,Common Shares,0
8,Canadian Premier General Insurance Company,2017,Q2,Investments,Investment Properties,0
9,Canadian Premier General Insurance Company,2017,Q2,Investments,Other Loans and Invested Assets,0
10,Canadian Premier General Insurance Company,2017,Q2,Receivables,Unaffiliated Agents and Brokers,0
11,Canadian Premier General Insurance Company,2017,Q2,Receivables,Policyholders,0
12,Canadian Premier General Insurance Company,2017,Q2,Receivables,Instalment Premiums,0
13,Canadian Premier General Insurance Company,2017,Q2,Receivables,Other Insurers,204
14,Canadian Premier General Insurance Company,2017,Q2,Receivables,"Facility Association and the ""P.R.R."" ",0
15,Canadian Premier General Insurance Company,2017,Q2,Receivables,"Subsidiaries, Associates & Joint Ventures","1,554"
16,Canadian Premier General Insurance Company,2017,Q2,Receivables,Other Receivables,523
17,Canadian Premier General Insurance Company,2017,Q2,Receivables from Reinsurers,Unearned Premiums,0
18,Canadian Premier General Insurance Company,2017,Q2,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,78
19,Canadian Premier General Insurance Company,2017,Q2,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
20,Canadian Premier General Insurance Company,2017,Q2,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
21,Canadian Premier General Insurance Company,2017,Q2,Investments Accounted for Using the Equity Method,Pooled Funds,0
22,Canadian Premier General Insurance Company,2017,Q2,Property and Equipment,Property and Equipment,0
23,Canadian Premier General Insurance Company,2017,Q2,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,0
24,Canadian Premier General Insurance Company,2017,Q2,Current Tax Assets,Current Tax Assets,180
25,Canadian Premier General Insurance Company,2017,Q2,Deferred Tax Assets,Deferred Tax Assets,35
26,Canadian Premier General Insurance Company,2017,Q2,Goodwill,Goodwill,0
27,Canadian Premier General Insurance Company,2017,Q2,Intangible Assets,Intangible Assets,0
28,Canadian Premier General Insurance Company,2017,Q2,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,Canadian Premier General Insurance Company,2017,Q2,Other Assets ,Other Assets ,0
0,Canadian Premier General Insurance Company,2017,Q1,Cash and Cash Equivalents,Cash and Cash Equivalents,"5,443"
1,Canadian Premier General Insurance Company,2017,Q1,Investment Income Due and Accrued,Investment Income Due and Accrued,34
2,Canadian Premier General Insurance Company,2017,Q1,Assets held for sale,Assets held for sale,0
3,Canadian Premier General Insurance Company,2017,Q1,Investments,Short Term Investments,"1,064"
4,Canadian Premier General Insurance Company,2017,Q1,Investments,Bonds and Debentures,"3,375"
5,Canadian Premier General Insurance Company,2017,Q1,Investments,Mortgage Loans,0
6,Canadian Premier General Insurance Company,2017,Q1,Investments,Preferred Shares,0
7,Canadian Premier General Insurance Company,2017,Q1,Investments,Common Shares,0
8,Canadian Premier General Insurance Company,2017,Q1,Investments,Investment Properties,0
9,Canadian Premier General Insurance Company,2017,Q1,Investments,Other Loans and Invested Assets,0
10,Canadian Premier General Insurance Company,2017,Q1,Receivables,Unaffiliated Agents and Brokers,0
11,Canadian Premier General Insurance Company,2017,Q1,Receivables,Policyholders,0
12,Canadian Premier General Insurance Company,2017,Q1,Receivables,Instalment Premiums,0
13,Canadian Premier General Insurance Company,2017,Q1,Receivables,Other Insurers,201
14,Canadian Premier General Insurance Company,2017,Q1,Receivables,"Facility Association and the ""P.R.R."" ",0
15,Canadian Premier General Insurance Company,2017,Q1,Receivables,"Subsidiaries, Associates & Joint Ventures",999
16,Canadian Premier General Insurance Company,2017,Q1,Receivables,Other Receivables,703
17,Canadian Premier General Insurance Company,2017,Q1,Receivables from Reinsurers,Unearned Premiums,0
18,Canadian Premier General Insurance Company,2017,Q1,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,80
19,Canadian Premier General Insurance Company,2017,Q1,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
20,Canadian Premier General Insurance Company,2017,Q1,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
21,Canadian Premier General Insurance Company,2017,Q1,Investments Accounted for Using the Equity Method,Pooled Funds,0
22,Canadian Premier General Insurance Company,2017,Q1,Property and Equipment,Property and Equipment,0
23,Canadian Premier General Insurance Company,2017,Q1,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,0
24,Canadian Premier General Insurance Company,2017,Q1,Current Tax Assets,Current Tax Assets,82
25,Canadian Premier General Insurance Company,2017,Q1,Deferred Tax Assets,Deferred Tax Assets,36
26,Canadian Premier General Insurance Company,2017,Q1,Goodwill,Goodwill,0
27,Canadian Premier General Insurance Company,2017,Q1,Intangible Assets,Intangible Assets,0
28,Canadian Premier General Insurance Company,2017,Q1,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,Canadian Premier General Insurance Company,2017,Q1,Other Assets ,Other Assets ,0
0,Certas Direct Insurance Company,2020,Q3,Cash and Cash Equivalents,Cash and Cash Equivalents,"27,321"
1,Certas Direct Insurance Company,2020,Q3,Investment Income Due and Accrued,Investment Income Due and Accrued,"3,168"
2,Certas Direct Insurance Company,2020,Q3,Assets held for sale,Assets held for sale,0
3,Certas Direct Insurance Company,2020,Q3,Investments,Short Term Investments,"9,300"
4,Certas Direct Insurance Company,2020,Q3,Investments,Bonds and Debentures,"488,212"
5,Certas Direct Insurance Company,2020,Q3,Investments,Mortgage Loans,0
6,Certas Direct Insurance Company,2020,Q3,Investments,Preferred Shares,"48,151"
7,Certas Direct Insurance Company,2020,Q3,Investments,Common Shares,"74,469"
8,Certas Direct Insurance Company,2020,Q3,Investments,Investment Properties,0
9,Certas Direct Insurance Company,2020,Q3,Investments,Other Loans and Invested Assets,24
10,Certas Direct Insurance Company,2020,Q3,Receivables,Unaffiliated Agents and Brokers,0
11,Certas Direct Insurance Company,2020,Q3,Receivables,Policyholders,0
12,Certas Direct Insurance Company,2020,Q3,Receivables,Instalment Premiums,"196,624"
13,Certas Direct Insurance Company,2020,Q3,Receivables,Other Insurers,"1,853"
14,Certas Direct Insurance Company,2020,Q3,Receivables,"Facility Association and the ""P.R.R."" ","3,655"
15,Certas Direct Insurance Company,2020,Q3,Receivables,"Subsidiaries, Associates & Joint Ventures","3,893"
16,Certas Direct Insurance Company,2020,Q3,Receivables,Other Receivables,"2,509"
17,Certas Direct Insurance Company,2020,Q3,Receivables from Reinsurers,Unearned Premiums,0
18,Certas Direct Insurance Company,2020,Q3,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"805,503"
19,Certas Direct Insurance Company,2020,Q3,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
20,Certas Direct Insurance Company,2020,Q3,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
21,Certas Direct Insurance Company,2020,Q3,Investments Accounted for Using the Equity Method,Pooled Funds,0
22,Certas Direct Insurance Company,2020,Q3,Property and Equipment,Property and Equipment,0
23,Certas Direct Insurance Company,2020,Q3,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"32,965"
24,Certas Direct Insurance Company,2020,Q3,Current Tax Assets,Current Tax Assets,"4,990"
25,Certas Direct Insurance Company,2020,Q3,Deferred Tax Assets,Deferred Tax Assets,"8,594"
26,Certas Direct Insurance Company,2020,Q3,Goodwill,Goodwill,0
27,Certas Direct Insurance Company,2020,Q3,Intangible Assets,Intangible Assets,0
28,Certas Direct Insurance Company,2020,Q3,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,Certas Direct Insurance Company,2020,Q3,Other Assets ,Other Assets ,354
0,Certas Direct Insurance Company,2020,Q2,Cash and Cash Equivalents,Cash and Cash Equivalents,"22,096"
1,Certas Direct Insurance Company,2020,Q2,Investment Income Due and Accrued,Investment Income Due and Accrued,"2,138"
2,Certas Direct Insurance Company,2020,Q2,Assets held for sale,Assets held for sale,0
3,Certas Direct Insurance Company,2020,Q2,Investments,Short Term Investments,"1,949"
4,Certas Direct Insurance Company,2020,Q2,Investments,Bonds and Debentures,"488,460"
5,Certas Direct Insurance Company,2020,Q2,Investments,Mortgage Loans,0
6,Certas Direct Insurance Company,2020,Q2,Investments,Preferred Shares,"44,261"
7,Certas Direct Insurance Company,2020,Q2,Investments,Common Shares,"71,849"
8,Certas Direct Insurance Company,2020,Q2,Investments,Investment Properties,0
9,Certas Direct Insurance Company,2020,Q2,Investments,Other Loans and Invested Assets,"3,264"
10,Certas Direct Insurance Company,2020,Q2,Receivables,Unaffiliated Agents and Brokers,0
11,Certas Direct Insurance Company,2020,Q2,Receivables,Policyholders,0
12,Certas Direct Insurance Company,2020,Q2,Receivables,Instalment Premiums,"185,349"
13,Certas Direct Insurance Company,2020,Q2,Receivables,Other Insurers,90
14,Certas Direct Insurance Company,2020,Q2,Receivables,"Facility Association and the ""P.R.R."" ",959
15,Certas Direct Insurance Company,2020,Q2,Receivables,"Subsidiaries, Associates & Joint Ventures","2,739"
16,Certas Direct Insurance Company,2020,Q2,Receivables,Other Receivables,"1,183"
17,Certas Direct Insurance Company,2020,Q2,Receivables from Reinsurers,Unearned Premiums,0
18,Certas Direct Insurance Company,2020,Q2,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"805,450"
19,Certas Direct Insurance Company,2020,Q2,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
20,Certas Direct Insurance Company,2020,Q2,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
21,Certas Direct Insurance Company,2020,Q2,Investments Accounted for Using the Equity Method,Pooled Funds,0
22,Certas Direct Insurance Company,2020,Q2,Property and Equipment,Property and Equipment,0
23,Certas Direct Insurance Company,2020,Q2,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"30,207"
24,Certas Direct Insurance Company,2020,Q2,Current Tax Assets,Current Tax Assets,"4,127"
25,Certas Direct Insurance Company,2020,Q2,Deferred Tax Assets,Deferred Tax Assets,"8,497"
26,Certas Direct Insurance Company,2020,Q2,Goodwill,Goodwill,0
27,Certas Direct Insurance Company,2020,Q2,Intangible Assets,Intangible Assets,0
28,Certas Direct Insurance Company,2020,Q2,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,Certas Direct Insurance Company,2020,Q2,Other Assets ,Other Assets ,175
0,Certas Direct Insurance Company,2020,Q1,Cash and Cash Equivalents,Cash and Cash Equivalents,"14,085"
1,Certas Direct Insurance Company,2020,Q1,Investment Income Due and Accrued,Investment Income Due and Accrued,"3,223"
2,Certas Direct Insurance Company,2020,Q1,Assets held for sale,Assets held for sale,0
3,Certas Direct Insurance Company,2020,Q1,Investments,Short Term Investments,"7,199"
4,Certas Direct Insurance Company,2020,Q1,Investments,Bonds and Debentures,"475,560"
5,Certas Direct Insurance Company,2020,Q1,Investments,Mortgage Loans,0
6,Certas Direct Insurance Company,2020,Q1,Investments,Preferred Shares,"32,794"
