Company,Year,Quarter,Assets L1,Assets L2,Value
Antigonish Farmers' Mutual Insurance Company,2019,Q1,Current Tax Assets,Current Tax Assets,7
Antigonish Farmers' Mutual Insurance Company,2019,Q1,Deferred Tax Assets,Deferred Tax Assets,60
Antigonish Farmers' Mutual Insurance Company,2019,Q1,Goodwill,Goodwill,0
Antigonish Farmers' Mutual Insurance Company,2019,Q1,Intangible Assets,Intangible Assets,4
Antigonish Farmers' Mutual Insurance Company,2019,Q1,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
Antigonish Farmers' Mutual Insurance Company,2019,Q1,Other Assets ,Other Assets ,113
Antigonish Farmers' Mutual Insurance Company,2018,Q4,Cash and Cash Equivalents,Cash and Cash Equivalents,1882
Antigonish Farmers' Mutual Insurance Company,2018,Q4,Investment Income Due and Accrued,Investment Income Due and Accrued,61
Antigonish Farmers' Mutual Insurance Company,2018,Q4,Assets held for sale,Assets held for sale,0
Antigonish Farmers' Mutual Insurance Company,2018,Q4,Investments,Short Term Investments,0
Antigonish Farmers' Mutual Insurance Company,2018,Q4,Investments,Bonds and Debentures,9179
Antigonish Farmers' Mutual Insurance Company,2018,Q4,Investments,Mortgage Loans,0
Antigonish Farmers' Mutual Insurance Company,2018,Q4,Investments,Preferred Shares,727
Antigonish Farmers' Mutual Insurance Company,2018,Q4,Investments,Common Shares,4640
Antigonish Farmers' Mutual Insurance Company,2018,Q4,Investments,Investment Properties,579
Antigonish Farmers' Mutual Insurance Company,2018,Q4,Investments,Other Loans and Invested Assets,0
Antigonish Farmers' Mutual Insurance Company,2018,Q4,Receivables,Unaffiliated Agents and Brokers,0
Antigonish Farmers' Mutual Insurance Company,2018,Q4,Receivables,Policyholders,1084
Antigonish Farmers' Mutual Insurance Company,2018,Q4,Receivables,Instalment Premiums,0
Antigonish Farmers' Mutual Insurance Company,2018,Q4,Receivables,Other Insurers,0
Antigonish Farmers' Mutual Insurance Company,2018,Q4,Receivables,"Facility Association and the ""P.R.R."" ",0
Antigonish Farmers' Mutual Insurance Company,2018,Q4,Receivables,"Subsidiaries, Associates & Joint Ventures",0
Antigonish Farmers' Mutual Insurance Company,2018,Q4,Receivables,Other Receivables,140
Antigonish Farmers' Mutual Insurance Company,2018,Q4,Receivables from Reinsurers,Unearned Premiums,0
Antigonish Farmers' Mutual Insurance Company,2018,Q4,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,160
Antigonish Farmers' Mutual Insurance Company,2018,Q4,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
Antigonish Farmers' Mutual Insurance Company,2018,Q4,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
Antigonish Farmers' Mutual Insurance Company,2018,Q4,Investments Accounted for Using the Equity Method,Pooled Funds,0
Antigonish Farmers' Mutual Insurance Company,2018,Q4,Property and Equipment,Property and Equipment,770
Antigonish Farmers' Mutual Insurance Company,2018,Q4,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,566
Antigonish Farmers' Mutual Insurance Company,2018,Q4,Current Tax Assets,Current Tax Assets,213
Antigonish Farmers' Mutual Insurance Company,2018,Q4,Deferred Tax Assets,Deferred Tax Assets,57
Antigonish Farmers' Mutual Insurance Company,2018,Q4,Goodwill,Goodwill,0
Antigonish Farmers' Mutual Insurance Company,2018,Q4,Intangible Assets,Intangible Assets,4
Antigonish Farmers' Mutual Insurance Company,2018,Q4,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
Antigonish Farmers' Mutual Insurance Company,2018,Q4,Other Assets ,Other Assets ,19
Antigonish Farmers' Mutual Insurance Company,2018,Q3,Cash and Cash Equivalents,Cash and Cash Equivalents,1302
Antigonish Farmers' Mutual Insurance Company,2018,Q3,Investment Income Due and Accrued,Investment Income Due and Accrued,63
Antigonish Farmers' Mutual Insurance Company,2018,Q3,Assets held for sale,Assets held for sale,0
Antigonish Farmers' Mutual Insurance Company,2018,Q3,Investments,Short Term Investments,0
Antigonish Farmers' Mutual Insurance Company,2018,Q3,Investments,Bonds and Debentures,9151
Antigonish Farmers' Mutual Insurance Company,2018,Q3,Investments,Mortgage Loans,0
Antigonish Farmers' Mutual Insurance Company,2018,Q3,Investments,Preferred Shares,898
Antigonish Farmers' Mutual Insurance Company,2018,Q3,Investments,Common Shares,5100
Antigonish Farmers' Mutual Insurance Company,2018,Q3,Investments,Investment Properties,181
Antigonish Farmers' Mutual Insurance Company,2018,Q3,Investments,Other Loans and Invested Assets,0
Antigonish Farmers' Mutual Insurance Company,2018,Q3,Receivables,Unaffiliated Agents and Brokers,0
Antigonish Farmers' Mutual Insurance Company,2018,Q3,Receivables,Policyholders,845
Antigonish Farmers' Mutual Insurance Company,2018,Q3,Receivables,Instalment Premiums,0
Antigonish Farmers' Mutual Insurance Company,2018,Q3,Receivables,Other Insurers,0
Antigonish Farmers' Mutual Insurance Company,2018,Q3,Receivables,"Facility Association and the ""P.R.R."" ",0
Antigonish Farmers' Mutual Insurance Company,2018,Q3,Receivables,"Subsidiaries, Associates & Joint Ventures",0
Antigonish Farmers' Mutual Insurance Company,2018,Q3,Receivables,Other Receivables,65
Antigonish Farmers' Mutual Insurance Company,2018,Q3,Receivables from Reinsurers,Unearned Premiums,0
Antigonish Farmers' Mutual Insurance Company,2018,Q3,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,117
Antigonish Farmers' Mutual Insurance Company,2018,Q3,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
Antigonish Farmers' Mutual Insurance Company,2018,Q3,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
Antigonish Farmers' Mutual Insurance Company,2018,Q3,Investments Accounted for Using the Equity Method,Pooled Funds,0
Antigonish Farmers' Mutual Insurance Company,2018,Q3,Property and Equipment,Property and Equipment,1140
Antigonish Farmers' Mutual Insurance Company,2018,Q3,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,554
Antigonish Farmers' Mutual Insurance Company,2018,Q3,Current Tax Assets,Current Tax Assets,0
Antigonish Farmers' Mutual Insurance Company,2018,Q3,Deferred Tax Assets,Deferred Tax Assets,38
Antigonish Farmers' Mutual Insurance Company,2018,Q3,Goodwill,Goodwill,0
Antigonish Farmers' Mutual Insurance Company,2018,Q3,Intangible Assets,Intangible Assets,0
Antigonish Farmers' Mutual Insurance Company,2018,Q3,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
Antigonish Farmers' Mutual Insurance Company,2018,Q3,Other Assets ,Other Assets ,134
Antigonish Farmers' Mutual Insurance Company,2018,Q2,Cash and Cash Equivalents,Cash and Cash Equivalents,1529
Antigonish Farmers' Mutual Insurance Company,2018,Q2,Investment Income Due and Accrued,Investment Income Due and Accrued,63
Antigonish Farmers' Mutual Insurance Company,2018,Q2,Assets held for sale,Assets held for sale,0
Antigonish Farmers' Mutual Insurance Company,2018,Q2,Investments,Short Term Investments,0
Antigonish Farmers' Mutual Insurance Company,2018,Q2,Investments,Bonds and Debentures,9300
Antigonish Farmers' Mutual Insurance Company,2018,Q2,Investments,Mortgage Loans,0
Antigonish Farmers' Mutual Insurance Company,2018,Q2,Investments,Preferred Shares,882
Antigonish Farmers' Mutual Insurance Company,2018,Q2,Investments,Common Shares,4939
Antigonish Farmers' Mutual Insurance Company,2018,Q2,Investments,Investment Properties,0
Antigonish Farmers' Mutual Insurance Company,2018,Q2,Investments,Other Loans and Invested Assets,0
Antigonish Farmers' Mutual Insurance Company,2018,Q2,Receivables,Unaffiliated Agents and Brokers,0
Antigonish Farmers' Mutual Insurance Company,2018,Q2,Receivables,Policyholders,674
Antigonish Farmers' Mutual Insurance Company,2018,Q2,Receivables,Instalment Premiums,0
Antigonish Farmers' Mutual Insurance Company,2018,Q2,Receivables,Other Insurers,0
Antigonish Farmers' Mutual Insurance Company,2018,Q2,Receivables,"Facility Association and the ""P.R.R."" ",0
Antigonish Farmers' Mutual Insurance Company,2018,Q2,Receivables,"Subsidiaries, Associates & Joint Ventures",0
Antigonish Farmers' Mutual Insurance Company,2018,Q2,Receivables,Other Receivables,58
Antigonish Farmers' Mutual Insurance Company,2018,Q2,Receivables from Reinsurers,Unearned Premiums,0
Antigonish Farmers' Mutual Insurance Company,2018,Q2,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,1267
Antigonish Farmers' Mutual Insurance Company,2018,Q2,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
Antigonish Farmers' Mutual Insurance Company,2018,Q2,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
Antigonish Farmers' Mutual Insurance Company,2018,Q2,Investments Accounted for Using the Equity Method,Pooled Funds,0
Antigonish Farmers' Mutual Insurance Company,2018,Q2,Property and Equipment,Property and Equipment,907
Antigonish Farmers' Mutual Insurance Company,2018,Q2,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,555
Antigonish Farmers' Mutual Insurance Company,2018,Q2,Current Tax Assets,Current Tax Assets,0
Antigonish Farmers' Mutual Insurance Company,2018,Q2,Deferred Tax Assets,Deferred Tax Assets,38
Antigonish Farmers' Mutual Insurance Company,2018,Q2,Goodwill,Goodwill,0
Antigonish Farmers' Mutual Insurance Company,2018,Q2,Intangible Assets,Intangible Assets,0
Antigonish Farmers' Mutual Insurance Company,2018,Q2,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
Antigonish Farmers' Mutual Insurance Company,2018,Q2,Other Assets ,Other Assets ,196
Antigonish Farmers' Mutual Insurance Company,2018,Q1,Cash and Cash Equivalents,Cash and Cash Equivalents,1641
Antigonish Farmers' Mutual Insurance Company,2018,Q1,Investment Income Due and Accrued,Investment Income Due and Accrued,63
Antigonish Farmers' Mutual Insurance Company,2018,Q1,Assets held for sale,Assets held for sale,0
Antigonish Farmers' Mutual Insurance Company,2018,Q1,Investments,Short Term Investments,0
Antigonish Farmers' Mutual Insurance Company,2018,Q1,Investments,Bonds and Debentures,9297
Antigonish Farmers' Mutual Insurance Company,2018,Q1,Investments,Mortgage Loans,0
Antigonish Farmers' Mutual Insurance Company,2018,Q1,Investments,Preferred Shares,898
Antigonish Farmers' Mutual Insurance Company,2018,Q1,Investments,Common Shares,4630
Antigonish Farmers' Mutual Insurance Company,2018,Q1,Investments,Investment Properties,0
Antigonish Farmers' Mutual Insurance Company,2018,Q1,Investments,Other Loans and Invested Assets,0
Antigonish Farmers' Mutual Insurance Company,2018,Q1,Receivables,Unaffiliated Agents and Brokers,0
Antigonish Farmers' Mutual Insurance Company,2018,Q1,Receivables,Policyholders,860
Antigonish Farmers' Mutual Insurance Company,2018,Q1,Receivables,Instalment Premiums,0
Antigonish Farmers' Mutual Insurance Company,2018,Q1,Receivables,Other Insurers,0
Antigonish Farmers' Mutual Insurance Company,2018,Q1,Receivables,"Facility Association and the ""P.R.R."" ",0
Antigonish Farmers' Mutual Insurance Company,2018,Q1,Receivables,"Subsidiaries, Associates & Joint Ventures",0
Antigonish Farmers' Mutual Insurance Company,2018,Q1,Receivables,Other Receivables,54
Antigonish Farmers' Mutual Insurance Company,2018,Q1,Receivables from Reinsurers,Unearned Premiums,0
Antigonish Farmers' Mutual Insurance Company,2018,Q1,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,442
Antigonish Farmers' Mutual Insurance Company,2018,Q1,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
Antigonish Farmers' Mutual Insurance Company,2018,Q1,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
Antigonish Farmers' Mutual Insurance Company,2018,Q1,Investments Accounted for Using the Equity Method,Pooled Funds,0
Antigonish Farmers' Mutual Insurance Company,2018,Q1,Property and Equipment,Property and Equipment,885
Antigonish Farmers' Mutual Insurance Company,2018,Q1,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,555
Antigonish Farmers' Mutual Insurance Company,2018,Q1,Current Tax Assets,Current Tax Assets,0
Antigonish Farmers' Mutual Insurance Company,2018,Q1,Deferred Tax Assets,Deferred Tax Assets,38
Antigonish Farmers' Mutual Insurance Company,2018,Q1,Goodwill,Goodwill,0
Antigonish Farmers' Mutual Insurance Company,2018,Q1,Intangible Assets,Intangible Assets,0
Antigonish Farmers' Mutual Insurance Company,2018,Q1,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
Antigonish Farmers' Mutual Insurance Company,2018,Q1,Other Assets ,Other Assets ,169
Antigonish Farmers' Mutual Insurance Company,2017,Q4,Cash and Cash Equivalents,Cash and Cash Equivalents,2237
Antigonish Farmers' Mutual Insurance Company,2017,Q4,Investment Income Due and Accrued,Investment Income Due and Accrued,63
Antigonish Farmers' Mutual Insurance Company,2017,Q4,Assets held for sale,Assets held for sale,0
Antigonish Farmers' Mutual Insurance Company,2017,Q4,Investments,Short Term Investments,0
Antigonish Farmers' Mutual Insurance Company,2017,Q4,Investments,Bonds and Debentures,9319
Antigonish Farmers' Mutual Insurance Company,2017,Q4,Investments,Mortgage Loans,0
Antigonish Farmers' Mutual Insurance Company,2017,Q4,Investments,Preferred Shares,886
Antigonish Farmers' Mutual Insurance Company,2017,Q4,Investments,Common Shares,5040
Antigonish Farmers' Mutual Insurance Company,2017,Q4,Investments,Investment Properties,0
Antigonish Farmers' Mutual Insurance Company,2017,Q4,Investments,Other Loans and Invested Assets,0
Antigonish Farmers' Mutual Insurance Company,2017,Q4,Receivables,Unaffiliated Agents and Brokers,0
Antigonish Farmers' Mutual Insurance Company,2017,Q4,Receivables,Policyholders,967
Antigonish Farmers' Mutual Insurance Company,2017,Q4,Receivables,Instalment Premiums,0
Antigonish Farmers' Mutual Insurance Company,2017,Q4,Receivables,Other Insurers,0
Antigonish Farmers' Mutual Insurance Company,2017,Q4,Receivables,"Facility Association and the ""P.R.R."" ",0
Antigonish Farmers' Mutual Insurance Company,2017,Q4,Receivables,"Subsidiaries, Associates & Joint Ventures",0
Antigonish Farmers' Mutual Insurance Company,2017,Q4,Receivables,Other Receivables,126
Antigonish Farmers' Mutual Insurance Company,2017,Q4,Receivables from Reinsurers,Unearned Premiums,0
Antigonish Farmers' Mutual Insurance Company,2017,Q4,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,115
Antigonish Farmers' Mutual Insurance Company,2017,Q4,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
Antigonish Farmers' Mutual Insurance Company,2017,Q4,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
Antigonish Farmers' Mutual Insurance Company,2017,Q4,Investments Accounted for Using the Equity Method,Pooled Funds,0
Antigonish Farmers' Mutual Insurance Company,2017,Q4,Property and Equipment,Property and Equipment,869
Antigonish Farmers' Mutual Insurance Company,2017,Q4,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,554
Antigonish Farmers' Mutual Insurance Company,2017,Q4,Current Tax Assets,Current Tax Assets,0
Antigonish Farmers' Mutual Insurance Company,2017,Q4,Deferred Tax Assets,Deferred Tax Assets,34
Antigonish Farmers' Mutual Insurance Company,2017,Q4,Goodwill,Goodwill,0
Antigonish Farmers' Mutual Insurance Company,2017,Q4,Intangible Assets,Intangible Assets,0
Antigonish Farmers' Mutual Insurance Company,2017,Q4,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
Antigonish Farmers' Mutual Insurance Company,2017,Q4,Other Assets ,Other Assets ,19
Antigonish Farmers' Mutual Insurance Company,2017,Q3,Cash and Cash Equivalents,Cash and Cash Equivalents,1708
